,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
406,2,2,5,4,3,1,4,4,4,2,8,2,2,2,6,0
407,4,4,14,13,10,1,3,1,1,1,8,4,13,3,7,0
408,10,10,8,7,2,1,4,3,3,2,8,5,10,3,8,0
409,12,11,7,5,2,4,1,4,1,3,9,1,13,3,9,0
410,13,13,14,12,3,1,2,3,3,2,8,1,4,1,8,0
411,3,3,8,7,2,1,4,4,1,4,8,5,5,3,8,1
412,5,5,9,6,2,1,4,1,3,2,8,4,10,1,9,1
413,13,8,7,3,2,3,1,4,1,3,9,3,13,4,8,0
414,11,11,12,7,4,4,3,2,1,3,8,4,13,1,8,0
415,12,12,8,6,4,4,1,4,4,4,8,4,3,2,8,1
416,12,12,14,5,2,2,3,4,2,1,8,4,7,2,9,1
417,14,11,8,3,2,2,3,2,4,4,9,2,13,2,9,1
418,13,9,5,4,2,1,3,1,1,2,9,4,4,2,8,0
419,11,10,7,4,2,1,4,1,3,3,9,3,10,1,9,0
420,13,11,7,5,3,3,2,2,4,1,9,5,9,1,9,0
421,8,8,4,3,2,1,2,3,3,1,8,5,7,4,8,0
422,4,4,11,6,5,1,4,3,1,3,8,4,10,2,9,1
423,10,7,5,3,2,1,3,1,4,3,9,2,4,2,9,0
424,11,11,13,5,3,3,4,3,1,4,8,5,10,2,8,1
425,13,12,8,4,2,4,3,3,2,4,9,2,8,1,8,0
426,3,3,12,5,2,1,2,2,3,1,8,5,4,4,8,1
427,12,10,7,6,3,1,3,4,1,3,9,2,13,1,9,0
428,12,8,6,5,4,1,2,2,1,2,9,3,9,3,9,0
429,14,10,9,5,3,4,1,2,3,2,9,4,8,3,9,0
430,10,10,12,11,7,2,3,4,2,4,8,3,14,2,8,0
431,14,9,8,3,2,3,4,1,4,3,9,2,4,4,9,1
432,12,9,5,4,2,3,3,3,4,3,9,1,7,1,9,0
433,14,10,9,8,2,3,3,2,2,4,9,5,13,3,9,1
434,12,11,7,5,4,2,2,4,4,1,9,5,14,2,9,0
435,13,12,6,3,2,1,1,1,2,1,9,5,13,4,8,0
436,13,13,12,11,7,4,1,3,3,1,8,3,4,1,8,1
437,10,10,12,6,2,2,3,4,1,1,8,4,13,3,8,0
438,3,3,11,8,7,2,3,2,3,2,8,3,6,3,8,1
439,9,9,12,11,6,3,2,1,1,4,8,4,14,1,8,0
440,13,10,7,3,2,1,2,3,3,1,9,5,4,3,9,1
441,14,13,9,8,2,4,2,4,3,2,9,5,7,4,9,1
442,12,11,9,4,3,4,2,3,1,1,9,5,10,4,9,1
443,14,12,10,6,4,2,1,1,4,4,9,3,8,1,9,1
444,14,10,5,4,2,3,2,3,1,1,9,2,13,3,9,1
445,3,3,12,11,10,2,4,1,3,3,8,1,9,3,8,1
446,7,7,14,13,12,4,1,1,2,2,8,4,10,4,9,1
447,9,6,5,4,3,4,4,1,4,3,9,3,3,1,9,0
448,14,11,7,5,4,3,4,1,3,3,9,4,3,2,9,1
449,6,6,5,3,2,4,1,2,4,3,8,3,14,2,8,0
450,14,13,12,10,9,4,4,4,2,3,9,2,11,3,9,1
451,5,5,13,9,3,4,1,1,2,1,8,5,13,2,8,0
452,14,14,11,7,3,2,3,4,4,1,8,3,5,1,9,1
453,6,6,4,4,13,1,2,2,4,4,7,5,9,2,8,1
454,14,11,10,4,2,1,3,1,1,2,9,3,13,1,9,0
455,7,7,7,4,2,2,3,1,3,3,6,4,9,4,6,0
456,14,13,10,8,6,1,2,2,4,3,9,5,8,3,9,0
457,12,7,6,4,2,3,3,4,2,4,9,5,6,2,8,0
458,10,10,2,2,7,4,1,3,1,1,7,5,2,2,7,0
459,14,13,11,9,5,2,3,4,2,4,9,5,4,1,9,1
460,13,11,10,7,4,3,4,4,3,1,9,1,11,2,8,0
461,13,10,9,7,6,4,3,3,2,4,9,2,13,2,9,0
462,12,12,12,14,4,2,4,3,3,4,6,5,13,1,6,0
463,2,2,14,10,4,4,3,2,1,2,8,5,6,3,8,1
464,13,11,10,7,4,1,2,1,4,3,9,5,7,1,8,0
465,10,7,6,3,2,3,2,1,4,3,9,4,2,1,8,0
466,13,12,9,8,5,2,1,3,1,3,9,4,6,4,9,0
467,14,12,9,8,2,3,4,4,4,2,9,1,3,1,9,1
468,12,9,5,3,2,3,2,3,3,1,9,4,10,2,9,0
469,5,5,10,4,2,4,2,4,4,4,8,4,8,1,9,1
470,10,8,7,6,4,3,4,2,2,3,9,4,8,2,8,0
471,14,13,12,5,4,1,4,1,1,2,9,4,3,4,9,1
472,11,11,10,8,4,4,2,3,3,4,8,5,8,2,8,1
473,7,7,12,9,5,1,4,2,3,4,8,4,11,3,8,1
474,14,8,6,5,2,1,1,2,3,3,9,3,3,3,9,1
475,4,4,10,9,6,1,2,4,1,3,8,5,14,4,8,0
476,10,10,14,5,3,4,2,2,3,2,8,5,14,3,8,0
477,6,6,14,7,3,3,1,1,4,4,8,5,3,3,8,0
478,13,12,9,8,5,1,1,2,2,4,9,3,8,4,8,0
479,13,12,8,7,2,2,3,1,1,1,9,4,9,3,9,0
480,5,5,14,8,4,3,1,4,4,3,8,5,12,1,8,0
481,11,8,7,5,2,2,1,2,2,4,9,5,10,1,9,0
482,11,11,9,9,6,3,1,3,4,1,7,5,7,3,8,1
483,14,9,7,6,3,1,1,4,3,3,9,2,8,3,9,0
484,14,10,9,8,4,3,1,3,1,4,9,5,5,4,9,1
485,14,9,8,6,3,2,4,4,2,4,9,2,3,1,8,0
486,7,7,11,10,8,2,1,3,3,3,8,4,2,1,8,1
487,14,11,9,7,2,4,2,2,4,4,9,3,5,2,9,1
488,12,9,7,5,2,4,4,4,1,4,9,4,9,1,8,0
489,10,10,8,8,6,1,4,4,3,4,7,5,7,3,8,1
490,3,3,14,8,2,1,4,4,1,2,8,3,11,4,8,0
491,14,14,11,9,3,2,3,2,2,3,8,5,11,1,8,1
492,13,13,10,6,4,2,4,2,2,4,8,5,8,2,8,1
493,10,8,7,5,4,1,4,2,3,3,9,4,5,2,8,0
494,2,2,11,7,4,3,1,4,1,1,8,4,9,3,9,1
495,3,3,10,9,5,3,2,3,2,4,8,3,13,1,9,1
496,13,13,12,10,3,1,3,3,1,4,8,4,4,1,8,1
497,13,12,8,7,5,4,2,1,3,1,9,3,2,4,9,1
498,8,5,4,3,2,4,4,3,1,2,9,2,8,3,8,0
499,13,12,11,6,3,2,1,4,1,3,9,3,12,4,8,0
500,12,10,7,6,4,1,2,4,1,1,9,4,5,3,9,0
501,14,14,5,4,2,4,2,4,4,2,8,5,9,3,8,0
502,12,11,9,4,3,2,4,2,3,4,9,2,14,1,9,0
503,13,13,12,10,8,2,3,4,4,1,8,3,10,1,8,1
504,11,10,7,5,2,4,1,4,3,1,9,1,3,3,9,0
505,9,9,14,8,4,3,1,2,2,3,8,5,14,3,7,0
506,6,6,6,12,2,3,4,2,2,4,6,5,14,1,8,1
507,13,13,11,10,2,4,2,2,3,3,8,4,4,1,9,1
508,14,13,11,9,7,3,4,4,4,3,9,5,4,2,9,1
509,14,12,10,9,6,4,4,1,3,2,9,4,6,1,9,0
510,12,12,13,5,2,2,1,2,3,2,8,3,3,4,9,1
511,11,10,8,6,4,2,4,4,3,3,9,1,9,1,9,1
512,13,13,10,4,2,1,3,4,4,2,8,3,2,4,8,1
513,14,12,10,9,8,2,4,2,2,1,9,3,6,3,9,1
514,13,11,9,5,3,2,1,3,1,3,9,4,10,1,9,0
515,7,7,13,12,6,3,4,4,2,2,8,3,8,3,8,0
516,10,6,5,4,3,3,3,3,4,3,9,5,12,3,9,0
517,14,13,12,11,6,3,3,1,3,1,9,3,4,2,9,1
518,13,11,8,5,2,2,1,1,4,1,9,3,4,1,9,1
519,10,9,8,6,3,4,1,2,4,2,9,4,9,3,8,0
520,8,8,9,7,6,2,3,3,3,4,8,3,3,3,8,1
521,12,11,7,5,3,2,4,1,3,1,9,5,14,4,9,0
522,6,6,5,3,2,1,2,2,4,1,8,4,10,3,8,0
523,14,13,10,5,2,3,2,1,4,3,9,5,8,4,9,1
524,7,7,14,12,11,1,2,2,2,3,8,4,3,4,9,1
525,14,11,8,5,4,3,1,2,2,1,9,3,4,4,9,0
526,13,8,7,6,5,4,3,3,4,1,9,1,5,4,9,0
527,13,6,4,3,2,3,1,3,2,3,9,5,9,2,9,0
528,11,7,5,4,2,2,4,3,2,1,9,3,10,2,9,0
529,14,14,12,5,4,4,3,3,4,1,8,3,12,4,8,1
530,10,8,7,3,2,1,4,1,1,2,9,5,11,3,9,0
531,14,7,6,5,3,1,2,3,1,2,9,3,8,1,9,1
532,8,8,11,9,5,3,2,1,4,4,8,4,7,4,9,1
533,13,11,9,6,4,3,2,2,2,3,9,5,2,2,9,1
534,9,9,14,5,3,1,3,1,3,3,8,4,2,4,9,1
535,3,3,12,11,6,1,4,3,4,4,8,4,12,1,8,0
536,11,10,8,7,2,1,3,3,4,2,9,3,4,1,9,0
537,3,3,14,12,9,2,1,4,2,1,8,1,10,2,8,1
538,8,8,7,7,5,2,4,2,3,2,7,5,13,2,8,1
539,13,13,11,9,2,1,3,3,4,1,8,2,9,2,7,0
540,10,9,7,6,2,2,3,2,4,1,9,5,7,3,8,0
541,11,8,5,4,2,4,3,1,4,4,9,4,6,1,9,0
542,14,7,4,3,2,1,4,1,4,3,9,4,5,3,9,1
543,13,13,13,11,10,2,3,1,3,3,6,4,9,4,8,1
544,8,8,10,7,4,1,4,1,3,2,8,4,3,1,8,1
545,13,13,2,2,5,3,1,3,4,2,7,5,11,4,8,1
546,12,11,7,5,4,4,2,2,3,1,9,4,14,4,9,0
547,6,6,11,10,7,3,2,3,3,4,8,3,12,1,8,0
548,13,7,6,4,2,4,3,4,1,4,9,5,8,4,9,0
549,3,3,3,11,9,1,2,3,1,2,6,5,2,3,8,1
550,12,12,6,6,4,1,4,1,2,3,7,5,5,2,8,1
551,13,12,11,10,5,2,2,4,2,1,9,3,14,3,9,0
552,12,11,7,6,3,4,1,4,1,1,9,5,9,1,9,0
553,13,13,10,7,2,3,1,4,2,1,8,2,6,3,8,0
554,14,12,8,6,3,1,2,1,4,2,9,5,11,2,9,1
555,14,12,9,5,3,2,1,2,2,3,9,4,8,3,9,1
556,12,10,4,3,2,4,1,3,2,3,9,5,10,2,8,0
557,11,11,9,9,8,3,1,4,2,4,7,5,8,1,7,1
558,14,13,7,4,2,1,3,3,1,4,9,5,11,4,9,0
559,14,13,8,6,5,4,2,3,1,1,9,5,7,2,9,0
560,14,12,10,9,6,1,4,3,1,4,9,5,4,3,9,1
561,8,8,13,11,5,1,4,2,2,4,8,3,10,2,8,0
562,12,7,4,3,2,1,1,1,1,4,9,4,4,4,9,0
563,11,11,14,8,3,1,3,4,3,4,8,4,13,3,8,0
564,13,12,11,7,4,1,2,4,3,1,9,5,9,2,9,1
565,11,7,6,4,3,3,1,3,3,1,9,3,4,4,8,0
566,14,12,7,5,3,3,4,4,1,3,9,5,8,3,9,0
567,2,2,14,12,8,1,2,2,1,1,8,3,9,3,9,1
568,2,2,12,6,4,3,1,4,4,2,8,5,8,3,9,1
569,14,12,10,4,2,4,1,3,4,4,9,2,6,1,9,0
570,7,7,11,9,2,2,1,3,1,2,8,4,3,2,8,1
571,9,9,13,10,3,2,4,3,1,1,8,3,13,4,8,0
572,14,12,10,6,5,1,3,3,4,4,9,1,13,4,9,0
573,7,6,5,4,2,2,3,3,3,4,9,5,13,3,9,0
574,14,10,9,8,7,4,2,1,1,4,9,5,6,1,9,1
575,12,9,7,5,4,2,4,1,1,2,9,2,2,3,9,1
576,10,10,13,12,6,1,3,4,1,2,8,5,7,4,8,1
577,13,11,8,5,3,3,4,1,4,2,9,5,7,2,9,1
578,9,9,13,5,4,4,1,2,3,1,8,5,14,4,8,0
579,11,10,7,6,3,3,2,1,1,1,9,3,5,1,9,1
580,5,5,9,8,6,2,1,2,1,3,8,4,8,4,7,0
581,13,11,10,4,3,1,1,1,2,3,9,2,14,4,9,0
582,13,11,10,4,2,2,3,3,4,3,9,4,7,1,9,1
583,10,9,4,3,2,4,1,3,1,2,9,5,7,4,9,1
584,14,9,7,6,3,3,2,2,3,1,9,2,12,4,9,1
585,13,13,14,11,2,3,4,4,2,3,8,3,2,4,8,0
586,4,4,14,8,5,1,3,1,4,4,8,5,10,2,8,0
587,12,11,7,6,2,1,3,3,2,2,9,3,4,4,9,1
588,13,10,8,6,2,4,1,3,4,1,9,3,3,3,9,0
589,13,13,11,9,8,3,1,1,3,2,8,3,4,3,8,1
590,14,11,8,5,4,2,3,1,3,1,9,4,4,4,8,0
591,10,10,14,5,3,4,2,1,1,1,8,2,2,4,8,1
592,3,3,13,10,8,2,1,4,3,1,8,5,13,1,7,0
593,9,6,5,3,2,3,4,4,4,2,9,1,7,4,9,1
594,4,4,13,9,8,1,2,3,1,4,8,4,7,2,8,1
595,14,12,11,10,2,2,2,4,2,4,9,1,10,4,8,0
596,9,8,6,4,2,3,4,3,3,2,9,2,7,2,9,1
597,13,9,6,5,4,3,1,1,4,1,9,3,12,4,9,0
598,14,12,10,4,3,4,3,1,2,4,9,3,3,2,8,0
599,13,9,8,7,4,1,4,2,1,4,9,4,2,3,9,1
600,13,13,4,3,2,3,2,1,1,2,8,3,8,3,8,0
601,5,5,11,6,4,1,3,2,4,3,8,4,7,2,8,1
602,13,11,6,5,2,4,3,2,4,4,9,5,8,4,9,0
603,14,10,8,6,3,2,1,1,1,3,9,5,13,1,9,0
604,13,13,11,11,9,1,2,3,4,1,7,5,7,3,8,1
605,13,12,10,6,5,3,2,2,2,4,9,4,4,4,9,1
606,4,4,11,8,2,1,3,1,2,3,8,5,7,4,8,0
607,3,3,14,12,7,2,3,1,4,1,8,3,8,4,9,1
608,11,11,10,9,7,2,1,1,2,2,8,4,3,1,8,1
609,12,8,6,5,2,2,3,2,4,3,9,2,10,2,9,1
610,14,13,8,7,4,4,1,4,4,1,9,3,7,3,9,0
611,12,11,6,4,3,4,4,4,4,3,9,2,7,1,9,0
612,14,14,12,10,4,4,2,3,3,4,8,4,8,1,9,1
613,3,3,12,4,2,3,1,2,2,1,8,5,5,4,8,1
614,7,7,11,6,4,1,3,2,1,3,8,4,13,3,8,0
615,14,11,10,8,2,3,1,2,2,3,9,3,5,2,9,1
616,14,12,9,7,5,3,3,2,3,2,9,4,3,1,9,1
617,10,9,6,5,3,1,3,2,3,2,9,3,10,4,8,0
618,14,13,8,6,4,4,1,3,4,2,9,2,11,2,9,0
619,10,8,7,6,4,3,4,2,1,3,9,4,13,4,9,0
620,13,12,10,8,5,2,3,3,4,1,9,4,10,2,9,0
621,11,11,10,6,3,3,2,4,1,3,8,5,13,1,8,0
622,14,14,13,5,2,3,1,4,3,1,8,4,8,1,9,1
623,5,5,11,9,4,4,2,1,4,3,8,3,2,2,9,1
624,13,8,6,5,3,3,2,2,3,4,9,4,13,4,8,0
625,12,12,14,5,2,4,3,4,1,2,8,3,11,4,9,1
626,14,12,11,7,5,2,2,1,2,2,9,1,10,1,9,1
627,14,10,9,6,4,3,3,3,3,2,9,4,12,1,9,0
628,3,3,11,10,7,3,4,3,1,3,8,3,7,2,8,0
629,14,14,12,8,6,3,1,2,2,4,8,5,10,2,9,1
630,7,7,8,4,2,1,4,4,4,3,8,3,11,1,8,0
631,13,13,12,10,2,3,4,4,4,1,8,4,5,3,8,1
632,14,12,10,6,2,1,2,1,3,2,9,2,10,2,8,0
633,13,11,10,8,3,1,3,3,1,4,9,2,13,4,8,0
634,14,13,9,8,5,3,3,3,3,4,9,2,11,4,9,0
635,7,7,14,11,10,2,1,2,2,4,8,5,6,1,9,1
636,13,10,5,4,2,1,3,3,1,4,9,1,8,3,9,0
637,12,7,4,3,2,1,1,4,2,2,9,4,3,1,8,0
638,10,10,11,6,3,1,4,1,3,3,8,5,7,2,9,1
639,14,7,6,5,3,3,3,2,4,4,9,5,9,2,9,1
640,9,7,6,4,2,3,2,3,3,3,9,5,5,3,4,0
641,14,12,11,7,3,4,3,1,3,3,9,2,11,3,8,0
642,14,13,9,3,2,2,3,2,1,2,9,1,10,1,9,0
643,5,5,14,11,3,1,2,3,4,4,8,4,8,4,9,1
644,9,7,4,3,2,1,1,1,3,3,9,5,11,3,9,0
645,13,6,5,4,2,4,1,2,4,2,9,3,13,1,8,0
646,12,10,6,5,4,3,4,3,4,3,9,4,5,1,9,0
647,11,11,14,6,2,4,1,3,4,4,8,3,2,1,7,0
648,11,9,8,3,2,2,2,3,1,1,9,3,9,3,9,0
649,8,8,14,12,10,4,2,1,4,3,8,5,11,1,9,1
650,12,12,13,7,4,3,1,2,2,1,8,3,4,3,8,1
651,6,6,13,12,3,2,4,3,2,3,8,3,2,3,8,1
652,4,4,14,10,3,4,3,1,2,2,8,5,12,2,9,1
653,11,11,12,9,7,2,1,1,1,2,8,4,13,3,8,0
654,2,2,2,11,10,3,1,4,3,1,6,4,5,3,8,1
655,14,10,8,6,5,4,4,3,3,4,9,5,14,3,8,0
656,5,5,6,3,2,4,1,2,3,3,8,3,4,1,5,0
657,13,11,9,3,2,2,3,3,1,1,9,4,4,3,9,0
658,12,8,7,6,4,1,4,4,4,4,9,4,13,4,9,0
659,14,9,8,6,5,4,2,2,1,3,9,3,10,2,9,0
660,14,10,9,8,4,2,2,1,2,4,9,5,3,1,9,1
661,9,9,10,7,2,4,2,1,3,1,8,5,11,2,9,1
662,13,12,11,5,4,3,4,3,4,3,9,1,3,3,9,1
663,14,12,8,6,2,3,1,1,1,4,9,4,8,4,8,0
664,14,12,11,5,2,3,4,2,2,1,9,2,10,3,9,0
665,11,11,13,9,5,4,3,4,1,1,8,3,8,3,9,1
666,3,3,13,8,6,2,1,3,4,3,8,4,6,2,8,0
667,12,9,5,3,2,2,4,3,4,2,9,5,7,2,9,1
668,14,11,10,9,4,4,3,1,4,1,9,2,8,2,9,0
669,6,6,8,7,2,1,3,1,3,2,8,4,9,3,9,1
670,13,13,11,11,12,2,4,2,4,4,7,5,12,1,7,0
671,13,10,6,4,3,3,4,4,4,4,9,5,12,3,9,1
672,13,8,7,4,2,2,4,3,2,1,9,2,11,4,9,1
673,3,3,13,6,4,1,2,4,3,1,8,5,12,2,9,1
674,9,9,6,4,2,2,3,1,3,4,8,3,7,1,9,1
675,8,8,11,10,9,2,1,1,4,4,8,3,14,1,8,0
676,13,12,9,8,6,2,3,4,4,1,9,4,13,4,8,0
677,3,3,13,8,4,4,3,3,1,1,8,4,14,4,9,1
678,14,12,6,5,4,1,2,2,1,2,9,4,11,4,9,0
679,10,8,5,3,2,4,2,2,1,2,9,1,7,2,9,0
680,12,12,10,7,4,1,2,4,3,3,8,5,6,3,8,1
681,13,5,4,3,2,2,3,2,3,2,9,5,8,4,9,0
682,12,11,7,6,4,4,4,2,2,1,9,5,11,2,8,0
683,9,9,10,8,5,2,4,3,1,2,8,4,3,2,9,1
684,11,11,12,7,3,3,1,2,1,3,8,3,2,1,8,1
685,13,10,6,5,3,4,4,1,4,2,9,2,14,2,9,0
686,14,9,8,6,5,4,3,2,4,3,9,3,4,3,9,1
687,14,13,12,9,8,3,2,3,2,3,9,2,9,4,8,0
688,13,10,8,3,2,3,3,1,4,3,9,4,2,4,8,0
689,12,10,9,8,3,4,1,2,3,1,9,3,6,1,9,1
690,6,6,13,10,2,2,3,2,2,1,8,5,11,3,8,1
691,7,7,4,3,2,2,4,4,2,2,8,1,5,1,8,0
692,13,9,6,5,3,1,3,4,3,4,9,1,9,1,9,0
693,7,7,11,10,8,3,1,4,3,2,8,5,6,2,9,1
694,14,14,11,10,9,2,1,3,4,4,8,5,4,4,8,1
695,7,6,4,3,2,4,1,2,3,4,9,3,5,4,5,0
696,6,6,9,8,2,2,4,3,4,2,8,5,11,2,8,0
697,4,4,10,7,2,3,2,3,4,4,8,4,9,2,8,0
698,14,13,12,11,9,1,4,2,1,1,9,2,7,2,9,1
699,9,8,7,6,3,4,3,1,3,1,9,3,4,4,9,1
700,8,8,13,5,3,4,1,2,3,2,8,3,14,1,9,1
701,8,8,10,7,2,2,3,4,2,3,8,3,5,2,9,1
702,9,9,11,5,2,4,1,4,1,1,8,3,11,1,7,0
703,14,14,6,4,3,3,4,1,3,4,8,2,4,4,8,0
704,8,8,12,6,5,4,2,1,2,1,8,4,7,1,8,1
705,11,11,10,10,14,3,4,4,3,2,7,5,13,4,8,1
706,11,11,8,5,2,2,1,1,4,3,8,4,9,1,8,0
707,3,3,3,14,2,3,4,2,4,4,6,4,9,4,8,1
708,14,13,12,6,5,1,3,3,3,3,9,2,2,2,9,1
709,7,7,14,9,4,1,2,2,4,4,8,5,12,1,9,1
710,9,6,4,3,2,2,4,3,3,3,9,3,2,1,8,0
711,13,9,8,7,3,4,3,2,3,2,9,3,2,4,9,1
712,14,11,10,6,2,4,1,4,2,2,9,4,12,2,9,0
713,12,11,10,9,6,1,3,3,2,1,9,2,4,1,9,1
714,14,11,7,6,5,2,2,1,4,1,9,5,9,3,9,0
715,4,4,12,8,2,3,4,3,4,3,8,4,5,4,8,1
716,14,9,8,7,2,1,1,1,3,2,9,4,10,3,9,1
717,2,2,13,11,6,3,4,1,4,4,8,3,14,2,9,1
718,12,10,9,8,7,1,2,2,4,2,9,5,3,4,9,1
719,12,11,9,6,4,3,2,3,3,1,9,3,11,3,8,0
720,11,8,7,6,4,2,2,2,2,2,4,0,14,4,4,0
721,10,10,11,9,7,4,3,3,2,3,8,5,6,4,9,1
722,3,3,9,6,2,2,4,1,3,1,8,3,12,3,9,1
723,13,11,7,4,2,3,4,4,1,2,9,1,2,4,8,0
724,14,12,10,5,4,3,1,3,3,2,9,5,5,4,8,0
725,14,14,13,6,3,1,2,4,1,3,8,4,11,2,8,1
726,3,3,13,10,4,1,2,3,1,1,8,5,12,2,8,0
727,14,11,10,6,5,4,1,2,4,1,9,2,12,3,9,0
728,12,12,6,5,3,2,4,3,3,1,8,3,8,3,8,0
729,14,10,8,5,4,4,1,2,2,2,9,5,4,1,8,0
730,7,7,13,11,8,1,2,1,4,1,8,5,10,3,8,0
731,14,9,6,5,3,2,2,2,1,2,9,2,2,4,9,1
732,14,12,11,8,7,1,3,3,1,3,9,5,10,4,9,1
733,14,10,9,5,4,3,1,2,3,3,9,2,13,4,9,0
734,13,11,10,9,5,1,4,3,1,4,9,5,3,3,9,1
735,14,13,11,10,2,2,2,2,2,2,4,0,9,3,4,0
736,14,13,12,6,2,4,3,2,1,3,9,5,7,2,9,0
737,8,8,11,6,3,3,2,2,4,4,8,5,9,3,8,0
738,13,11,6,5,2,1,4,3,1,2,9,4,12,4,9,0
739,2,2,5,4,3,1,4,4,1,2,8,4,9,4,8,0
740,8,8,11,10,4,1,3,3,3,4,8,4,14,4,8,0
741,13,9,8,7,2,4,1,4,3,4,9,2,5,4,9,1
742,12,12,10,10,7,3,1,1,4,1,7,5,4,2,7,1
743,6,6,13,11,9,3,4,1,1,4,8,4,6,1,6,0
744,14,13,9,5,3,4,3,1,4,4,9,3,2,1,9,1
745,14,13,11,10,5,3,2,2,3,2,9,5,7,2,9,1
746,13,11,10,8,2,1,1,4,3,2,9,5,7,3,9,1
747,12,12,13,5,2,4,1,4,3,3,8,5,3,3,8,0
748,14,10,9,6,5,3,4,3,3,4,9,5,7,1,9,0
749,13,12,11,3,2,2,3,2,1,2,9,3,14,2,9,0
750,7,7,7,6,3,3,2,4,1,4,6,5,13,1,6,0
751,14,13,8,6,4,4,3,1,2,2,9,2,11,3,9,0
752,14,11,6,5,4,1,4,2,3,2,9,5,4,1,8,0
753,10,10,13,9,8,2,4,1,4,2,8,3,3,2,8,1
754,2,2,9,5,4,2,4,3,1,3,8,4,3,3,8,1
755,14,12,9,3,2,4,4,1,4,1,9,4,8,1,9,1
756,8,8,11,6,4,4,3,3,1,1,8,2,5,1,9,1
757,10,9,7,6,4,2,1,4,4,3,9,4,7,2,8,0
758,5,5,11,8,4,2,3,1,1,4,8,4,13,1,9,1
759,14,14,9,7,2,3,1,3,3,3,8,2,14,2,8,0
760,9,9,12,3,2,4,1,4,3,4,8,4,12,3,7,0
761,14,13,10,8,3,4,1,3,1,1,9,5,7,2,9,1
762,11,11,13,10,2,1,3,4,1,3,8,4,10,4,8,1
763,14,13,7,6,2,2,2,3,2,1,9,1,13,3,8,0
764,10,10,12,11,9,4,1,4,1,4,8,4,7,2,8,1
765,3,3,11,6,2,2,3,3,2,4,8,4,5,1,9,1
766,9,7,5,4,2,3,3,4,2,1,9,4,7,4,8,0
767,13,9,6,5,2,2,1,1,2,3,9,5,14,1,9,0
768,5,5,13,4,2,4,3,2,2,4,8,4,12,1,9,1
769,14,9,8,5,2,2,4,2,2,2,9,4,4,3,9,1
770,14,13,12,9,2,4,1,3,3,1,9,5,11,3,9,1
771,13,9,8,6,2,4,1,1,2,3,9,4,11,1,9,0
772,11,9,5,4,2,4,4,4,2,2,9,3,10,2,9,0
773,13,13,11,10,4,3,4,2,4,3,8,4,12,2,9,1
774,14,13,12,10,2,1,1,4,1,4,9,5,5,2,9,1
775,7,7,13,11,3,1,3,2,3,3,8,5,5,3,8,1
776,14,14,12,11,10,3,1,3,2,4,8,3,7,2,8,1
777,14,13,9,7,4,4,4,4,3,2,9,3,8,1,9,1
778,12,9,8,7,4,1,3,2,4,1,9,4,8,3,9,0
779,13,9,4,3,2,3,2,4,3,3,9,5,6,1,9,0
780,14,13,7,5,4,3,2,2,2,2,9,2,7,3,8,0
781,12,12,9,5,2,1,2,3,1,3,8,4,7,4,8,0
782,12,11,8,5,2,3,4,3,4,2,9,4,13,4,9,0
783,12,6,4,3,2,4,4,3,2,4,9,3,10,3,9,0
784,5,5,13,10,9,2,4,3,2,1,8,4,3,4,9,1
785,10,8,7,4,2,3,1,1,3,4,9,4,8,2,8,0
786,14,13,11,10,4,2,4,3,4,4,9,5,13,2,8,0
787,12,8,7,6,3,3,4,4,4,3,9,3,5,3,9,0
788,10,10,14,9,2,2,3,1,4,3,8,4,14,4,7,0
789,12,9,5,3,2,3,2,2,4,4,9,3,5,1,8,0
790,7,7,14,12,4,1,2,2,2,4,8,3,6,1,8,0
791,13,6,5,4,2,4,3,4,1,1,9,3,9,3,9,0
792,7,7,10,5,3,1,2,3,3,1,8,4,14,1,9,1
793,13,10,5,3,2,2,1,4,4,1,9,4,14,4,9,0
794,4,4,9,8,7,4,2,2,4,4,8,5,13,1,9,1
795,11,11,8,8,7,4,1,1,3,3,7,5,2,4,7,1
796,14,11,7,5,4,3,2,1,1,3,9,5,12,4,9,0
797,13,11,9,8,7,4,4,3,2,4,9,3,13,1,8,0
798,11,10,8,5,2,1,2,4,2,4,9,5,5,3,8,0
799,3,3,14,7,4,3,4,1,3,4,8,5,7,2,8,0
800,8,8,11,9,7,3,4,2,1,3,8,4,12,4,9,1
801,13,12,8,5,3,1,2,2,4,2,9,5,13,3,8,0
802,14,7,5,4,2,2,2,2,1,3,9,4,5,1,8,0
803,6,6,14,7,3,3,4,3,1,3,8,3,2,1,9,1
804,14,13,6,3,2,2,2,4,1,3,9,5,3,3,9,0
805,14,12,11,9,4,4,1,1,2,2,9,4,14,3,9,0
806,14,12,11,8,7,1,2,4,4,4,9,3,4,4,9,1
807,12,10,9,6,4,4,4,4,2,3,9,4,3,2,9,1
808,11,11,14,7,4,3,2,1,3,2,8,3,2,4,9,1
809,7,7,9,5,3,1,4,4,4,1,8,5,11,4,8,0
810,6,6,6,10,5,4,1,2,3,1,6,5,5,2,6,0
811,3,3,12,9,7,2,4,4,1,2,8,2,8,3,8,1
812,14,13,7,3,2,1,3,2,1,2,9,5,5,3,9,1
813,6,6,14,12,9,1,2,2,4,4,8,2,12,1,7,0
814,2,2,13,11,4,1,4,1,1,2,8,3,9,1,9,1
